,Cement, BlastFurnaceSlag, FlyAsh, Water, Superplasticizer, CoarseAggregate, FineAggregate, Age,ConcreteCompressiveStrength
514,0.2009132420091324,0.5286588847299758,0.0,0.848242807865243,0.0,0.3808139534883721,0.19066734715508363,0.2445054945054945,0.49831821348743527
490,0.1324200913242009,0.5230940543643972,0.7296351605306798,0.6485622918984575,0.34161489622313984,0.08139534883720931,0.2910185824998645,0.07417582417582418,0.3800921983329314
51,0.634703196347032,0.2643294423649879,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,0.016483516483516484,0.3798430392386456
995,0.10730593607305935,0.42570952296677,0.9695152133078896,0.5607028648730719,0.24844719725319264,0.38953488372093026,0.07275464562496613,0.07417582417582418,0.27718949239291124
935,0.3378995433789954,0.5008347329020824,0.4747626044548944,0.2971245837969149,0.29503104673816627,0.17151162790697674,0.5168088620256215,0.07417582417582418,0.8164943893483092
587,0.9801369589041096,0.0,0.0,0.15974441277342843,0.8757764013734037,0.14854644186046503,0.7518816609261413,0.016483516483516484,0.5552510665317321
760,0.07077625570776255,0.5564830365578692,0.0,0.5607028648730719,0.0,0.3674419302325582,0.6151531027688774,0.005494505494505495,0.056683693950011056
616,0.3093607305936073,0.6608236059124698,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,0.739010989010989,0.44948300609151626
528,0.11369863698630138,0.4955481607492737,0.6931533875116425,0.365015959225622,0.5683229326607785,0.41569767441860467,0.2523832966813826,0.07417582417582418,0.4238195944641733
127,0.4611872146118721,0.21146355389199034,0.0,0.848242807865243,0.0,0.3808139534883721,0.19066734715508363,1.0,0.6593995181113621
313,0.1050228310502283,0.0,0.684657650634953,0.2891373631582435,0.4968943945063853,0.5843023255813954,0.5920722885342071,0.07417582417582418,0.19459326509513555
991,0.7351598173515982,0.06121313402136562,0.6596701451373269,0.44888177593167194,0.26397514708151715,0.061046511627906974,0.39136981784464536,0.1510989010989011,0.7894605528705756
80,0.5776255707762558,0.052865888472997585,0.4847576066539448,0.18530349485551503,0.38198756577678367,0.48255813953488375,0.6949323047626075,0.07417582417582418,0.661766566880941
14,0.6735159817351598,0.0,0.0,0.5127795410410433,0.0,0.6947674418604651,0.351229323706733,0.07417582417582418,0.431169800203558
454,0.8378995433789954,0.32609905107566584,0.0,0.12779553021874274,1.0,0.14854644186046503,0.6184144878122121,0.016483516483516484,0.6549147042460373
365,0.5228310502283106,0.0,0.0,0.5607028648730719,0.0,0.6511627906976745,0.5694932605816314,0.2445054945054945,0.4432540287343722
909,0.58675799086758,0.052865888472997585,0.7046476550330538,0.2571884806035578,0.338509306257475,0.40988372093023256,0.519317642909241,0.005494505494505495,0.2839168003965815
744,0.34109587671232877,0.0,0.5912043950663349,0.5327475926377219,0.18012421800856465,0.6610465813953489,0.4106874607538863,0.27197802197802196,0.5138906568802954
932,0.2237442922374429,0.37006121931098307,0.0,0.5607028648730719,0.0,0.477907046511628,0.5323633336094331,0.07417582417582418,0.3501931194765944
318,0.4840182648401826,0.4042849344065376,0.5657171094737498,0.4560702265831523,0.24844719725319264,0.19796504651162783,0.2413447511095686,0.07417582417582418,0.5469042119572496
302,0.14634704566210047,0.0,0.8160919445449691,0.4369009449736648,0.13975154845492085,0.7488371395348836,0.46688406223085166,0.005494505494505495,0.10502055824144906
937,0.5949771826484018,0.5258764695471865,0.0,0.3442491376417524,0.3602484360171293,0.4177325930232559,0.40592071686426795,0.24725274725274726,0.9588888117326227
115,0.265296796803653,0.15191986341546795,0.6186906511137236,0.151757192134757,0.36956520591412406,0.7985463691860467,0.4984947916805696,0.1510989010989011,0.7432416031703402
261,0.2525114292237443,0.0,0.5017491203873327,0.3003194241290596,0.32298135642915043,0.5895348488372093,0.7772202876399571,0.1510989010989011,0.5241061797460117
697,0.2963470388127854,0.0,0.6076961237072627,0.41693289337698625,0.20807452769954884,0.7424419302325582,0.4628700730278017,0.07417582417582418,0.39117977802864773
1003,0.1527397123287671,0.1174179234961256,0.6211894016634862,0.2915335533115069,0.3354037162918101,0.8133722354651162,0.5072755247732379,0.07417582417582418,0.35866452868231036
121,0.4641552237442922,0.566221489697632,0.0,0.6525559022177931,0.0,0.477907046511628,0.0928248926939223,0.2445054945054945,0.6511772679999319
63,0.3899543105022831,0.29243183014632995,0.408795604933665,0.702076646215894,0.2795030969098417,0.29941860465116277,0.21500255183156364,0.07417582417582418,0.4340351173298896
622,0.4515981461187214,0.0,0.5987006467156227,0.7164536673271645,0.3074534066008259,0.22441863953488375,0.3351730658408268,0.07417582417582418,0.26797060590433797
606,0.39977170319634703,0.0,0.4867566170887571,0.3099041847421131,0.36645961594845916,0.5026163488372094,0.7064726366165159,0.03571428571428571,0.4928366760392844
298,0.1506849315068493,0.11713967363060111,0.8185906950947318,0.0,0.17701862804289975,0.7491277645348838,0.46688406223085166,0.1510989010989011,0.3802167529641648
1029,0.11552512785388129,0.6641624957845714,0.0,0.6246006299824431,0.19565216783688918,0.5837208953488372,0.22553946164813626,0.07417582417582418,0.3055936415994429
877,0.2054794520547945,0.8013355726433318,0.0,0.5607028648730719,0.0,0.3744185697674418,0.30632208567920227,0.07417582417582418,0.4608197448815185
807,0.3995433789954338,0.32554257638635353,0.4547726000567936,0.5527156442344004,0.21739129759654355,0.42151162790697677,0.18063222362060555,0.07417582417582418,0.5137660524172432
1018,0.863013698630137,0.0,0.0,0.5607028648730719,0.0,0.39244186046511625,0.3186151722196792,0.2445054945054945,0.6471907349493145
539,0.1506849315068493,0.11713967363060111,0.8185906950947318,0.0,0.17701862804289975,0.7491277645348838,0.46688406223085166,0.07417582417582418,0.2729537877900532
162,0.7374429223744292,0.2957707422777531,0.0,0.2531948702842221,0.5124223443347098,0.14854644186046503,0.7353236167781405,0.005494505494505495,0.38706867788884214
351,0.680365296803653,0.0,0.0,0.5207667616797147,0.0,0.6511627906976745,0.37882591342654776,0.07417582417582418,0.5153855989880554
803,0.18127852511415524,0.0,0.8345826836207091,0.38178917049015587,0.23602483739053298,0.7401162093023255,0.46111389630389743,0.03571428571428571,0.2400647873443326
893,0.4748858447488584,0.0,0.0,0.5607028648730719,0.0,0.4941860465116279,0.6437531145260279,0.005494505494505495,0.0939329785457326
713,0.14383561643835616,0.357540350988431,0.6601699252322861,0.4257188840028487,0.25155278721885754,0.5953488023255814,0.3828399026295977,0.005494505494505495,0.21290644606718445
498,0.13013698630136986,0.5815247732029734,0.8045976770235579,0.6325878506211147,0.21739129759654355,0.13662790697674418,0.18815856627146413,0.07417582417582418,0.3556745946349718
753,0.047031958904109585,0.5116861354204697,0.0,0.6525559022177931,0.0,0.45697677906976747,0.5170596799032421,0.016483516483516484,0.09991279680859091
608,0.8515981735159818,0.0,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,0.07417582417582418,0.4604460186980445
60,0.6232876712328768,0.2609905524928863,0.0,0.038338619129519594,0.7267080519655884,0.14854644186046503,1.0,0.1510989010989011,0.7209418517738096
35,0.4246575342465753,0.5342237150955546,0.0,0.5607028648730719,0.0,0.3808139534883721,0.31058704328672615,0.2445054945054945,0.6004734047707339
423,0.7374429223744292,0.2957707422777531,0.0,0.2531948702842221,0.5124223443347098,0.14854644186046503,0.7353236167781405,0.1510989010989011,0.7720194910183006
722,0.7374429223744292,0.2957707422777531,0.0,0.2531948702842221,0.5124223443347098,0.14854644186046503,0.7353236167781405,0.07417582417582418,0.7220630676980956
903,0.34109587671232877,0.0,0.5912043950663349,0.5327475926377219,0.1987577578025541,0.6610465813953489,0.4106874607538863,0.005494505494505495,0.13442133136716908
68,0.3059360730593607,0.4368391836979274,0.0,0.5607028648730719,0.0,0.4988371395348836,0.3891118548386465,0.016483516483516484,0.2253644007814726
889,0.13287670547945205,0.5230940543643972,0.7316341309854832,0.6501597120645298,0.3509316661201346,0.08052329069767446,0.2902659783401493,0.07417582417582418,0.4108633589351778
734,0.10844748858447488,0.6566499831382858,0.0,0.43130991448825673,0.39130433567377837,0.13313949999999997,0.7493728800425217,0.07417582417582418,0.38158714044069125
88,0.1232876712328767,0.49526990253650366,0.9345327056112132,0.7923322633945431,0.21739129759654355,0.15406976744186046,0.050175617672390434,0.07417582417582418,0.33736141366292294
455,0.2116438287671233,0.0,0.502248860502283,0.3498402879354702,0.23291924742486808,0.5970930930232559,0.78248881781167,0.1510989010989011,0.3940450951549794
178,0.3744292237442922,0.3171953308379855,0.0,0.848242807865243,0.0,0.3808139534883721,0.19066734715508363,0.49175824175824173,0.5776753725594961
840,0.34109587671232877,0.0,0.5912043950663349,0.5327475926377219,0.1987577578025541,0.6610465813953489,0.4106874607538863,0.03571428571428571,0.275320799185768
95,0.14383561643835616,0.357540350988431,0.6601699252322861,0.4257188840028487,0.25155278721885754,0.5953488023255814,0.3828399026295977,0.1510989010989011,0.6402143052252226
276,0.2025114086757991,0.0,0.6266866478754628,0.32188501570012024,0.2422360173218628,0.8401162790697675,0.5268439855600995,0.07417582417582418,0.29986296997291567
42,0.7431506849315068,0.13216472118249395,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,0.49175824175824173,0.49221379076152466
827,0.9801369589041096,0.0,0.0,0.15974441277342843,0.8757764013734037,0.14854644186046503,0.7518816609261413,0.005494505494505495,0.48548648275785433
249,0.4429223744292237,0.0,0.5347326176491969,0.7923322633945431,0.34161489622313984,0.05232558139534884,0.46161568258599195,0.07417582417582418,0.3624019026386422
258,0.4641552237442922,0.566221489697632,0.0,0.6525559022177931,0.0,0.477907046511628,0.0928248926939223,0.005494505494505495,0.147128445175743
47,0.14383561643835616,0.357540350988431,0.6601699252322861,0.4257188840028487,0.25155278721885754,0.5953488023255814,0.3828399026295977,0.07417582417582418,0.548897472253581
962,0.44223747031963473,0.0,0.47776109511960735,0.39696484178030766,0.2763975069441768,0.44796504651162783,0.6653287204412678,0.005494505494505495,0.2568830386665763
183,0.18698628767123285,0.3411240958451435,0.0,0.6525559022177931,0.0,0.4598837558139535,0.5168088620256215,0.005494505494505495,0.032016943615720536
512,0.4429223744292237,0.0,0.0,0.5607028648730719,0.0,0.8255813953488372,0.4290015310989382,0.2445054945054945,0.33711224211068247
535,0.265296796803653,0.15191986341546795,0.6186906511137236,0.151757192134757,0.36956520591412406,0.7985463691860467,0.4984947916805696,0.03571428571428571,0.4189610045835557
862,0.10730593607305935,0.32721201993119675,0.4582708358339579,0.488019109137838,0.22049688756220845,0.44302332558139546,0.46738584851294623,0.07417582417582418,0.2639840603957658
447,0.1639269474885845,0.2598775836373553,0.7991003958290736,0.4033546422529068,0.301242226669496,0.5994186395348837,0.3828399026295977,0.1510989010989011,0.5812881918845942
380,0.2712328835616438,0.40957150655934627,0.0,0.51038335088778,0.0,0.7383720930232558,0.37706973670264343,0.016483516483516484,0.13404759272574043
366,0.7853881278538812,0.06677796438694432,0.39480258686249114,0.3210862457129292,0.3602484360171293,0.48255813953488375,0.29603614426710356,0.1510989010989011,0.7317802599172857
458,0.634703196347032,0.2643294423649879,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,0.739010989010989,0.4836178269245753
90,0.4748858447488584,0.0,0.0,0.5607028648730719,0.0,0.6133720930232558,0.5920722885342071,0.005494505494505495,0.11859972888002314
0,0.3424657534246575,0.0,0.0,0.5047923204023719,0.0,0.9011627906976745,0.4766683678877091,0.016483516483516484,0.1417715246485991
591,0.2545662100456621,0.0,0.8705646765447873,0.29872200396298726,0.3633540259827942,0.705232488372093,0.4463121794066542,0.27197802197802196,0.6307462347264542
522,0.228310502283105,0.03060656701068281,0.7046476550330538,0.6725239538144717,0.05279502941630343,0.40988372093023256,0.519317642909241,0.005494505494505495,0.09368381945144684
217,0.5009132283105022,0.0,0.6391804006242758,0.48482426880569335,0.3571428460514644,0.20087202325581385,0.46588064019351577,0.07417582417582418,0.43528093771722787
232,0.6573059223744292,0.5258764695471865,0.0,0.19249194550699542,0.6832297924462797,0.4177325930232559,0.40592071686426795,0.1510989010989011,0.9601345947460969
526,0.3093607305936073,0.6608236059124698,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,1.0,0.4568331993729463
601,0.1187214611872146,0.48414024180534626,0.9245377034121628,0.848242807865243,0.21739129759654355,0.12790697674418605,0.04515805590515139,0.07417582417582418,0.274199583261482
218,0.18698628767123285,0.3411240958451435,0.0,0.6525559022177931,0.0,0.4598837558139535,0.5168088620256215,0.2445054945054945,0.37623021991354727
460,0.7853881278538812,0.06677796438694432,0.39480258686249114,0.3210862457129292,0.3602484360171293,0.48255813953488375,0.29603614426710356,0.005494505494505495,0.26186620809433686
393,0.34109587671232877,0.0,0.5912043950663349,0.5327475926377219,0.18012421800856465,0.6610465813953489,0.4106874607538863,0.07417582417582418,0.34035132279435215
345,0.014383568493150693,0.45186420899049873,0.0,0.6525559022177931,0.0,0.39883724418604655,0.6397391253229779,0.016483516483516484,0.0671483759100131
892,0.3470319634703196,0.0,0.0,0.6086261887051003,0.0,0.48546511627906974,0.6748620576936513,1.0,0.34209544891230714
944,1.0,0.0,0.0,0.40894567273831484,0.0,0.9418604651162791,0.04766683678877091,0.2445054945054945,0.8387941407448397
325,0.3141552648401827,1.0,0.0,0.51038335088778,0.0,0.4087208604651162,0.17636726601308172,0.07417582417582418,0.46231468698927836
771,0.58675799086758,0.052865888472997585,0.7046476550330538,0.2571884806035578,0.338509306257475,0.40988372093023256,0.519317642909241,0.016483516483516484,0.4519746094923286
887,0.3079908538812785,0.2551474639145375,0.3573213286160521,0.9992012300128089,0.18633539793989448,0.15087216279069776,0.2543904418097608,0.07417582417582418,0.3276441965278235
975,0.5228310502283106,0.0,0.0,0.5607028648730719,0.0,0.6511627906976745,0.5694932605816314,0.3269230769230769,0.4615672346223305
974,0.13013698630136986,0.4145798622356126,0.5797101275449237,0.42492011401565766,0.46583849484973616,0.4418604651162791,0.3161063913360597,0.07417582417582418,0.3158091520072045
296,0.16073057990867579,0.03784084648593511,0.8615691595731386,0.27955272235349976,0.12732918859226122,0.5968022906976743,0.6583041640725037,0.27197802197802196,0.44038869915008594
737,0.9089041232876712,0.0,0.0,0.6246006299824431,0.09316769896994724,0.9401163488372094,0.04816862307086545,0.07417582417582418,0.5207425195151992
301,0.526255707762557,0.39649416354748185,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,1.0,0.4823719940792823
327,0.07077625570776255,0.5564830365578692,0.0,0.5607028648730719,0.0,0.3674419302325582,0.6151531027688774,0.016483516483516484,0.14114862691288468
715,0.4155251141552511,0.3330550890326392,0.0,0.3714057596982211,0.22360247752787338,0.4924419302325582,0.5022579630059989,0.07417582417582418,0.4808770519715224
881,0.5027397534246576,0.0,0.5777111171101114,0.5926517474277575,0.32298135642915043,0.04912797674418613,0.5504265860768643,0.07417582417582418,0.359411993507213
870,0.2237442922374429,0.37006121931098307,0.0,0.5607028648730719,0.0,0.477907046511628,0.5323633336094331,0.2445054945054945,0.5097795069086709
917,0.2748858310502283,0.0,0.4832583413315839,0.5391373931103209,0.13975154845492085,0.4828487674418604,0.6931761280387032,0.03571428571428571,0.2755699707380085
361,0.5949771826484018,0.5258764695471865,0.0,0.3442491376417524,0.3602484360171293,0.4177325930232559,0.40592071686426795,0.07417582417582418,0.8592251740183176
745,0.4680365296803653,0.0,0.0,0.5686900855117433,0.0,0.48546511627906974,0.5469142326290557,0.2445054945054945,0.38108880979416493
153,0.3470319634703196,0.0,0.0,0.6086261887051003,0.0,0.48546511627906974,0.6748620576936513,0.005494505494505495,0.08695652390573126
572,0.58675799086758,0.052865888472997585,0.7046476550330538,0.2571884806035578,0.338509306257475,0.40988372093023256,0.519317642909241,0.07417582417582418,0.7120967163846198
116,0.2808219178082192,0.0,0.0,0.4728434378476862,0.0,0.9069767441860465,0.5995986311850656,0.016483516483516484,0.1101283196743072
955,0.1735159817351598,0.36115749907330275,0.5927036204086871,0.46405744722182374,0.11180123876393669,0.5997092674418604,0.38334168891169224,0.07417582417582418,0.4588264721272324
794,0.12100456621004566,0.0,0.7146426572321042,0.5686900855117433,0.2795030969098417,0.7151162790697675,0.25840443101281074,0.07417582417582418,0.12619908125573892
906,0.4824200639269406,0.0,0.5647176242463481,0.45287538625100765,0.24844719725319264,0.5840116976744187,0.23758157978413932,0.07417582417582418,0.42942568654355767
833,0.2545662100456621,0.0,0.8705646765447873,0.29872200396298726,0.3633540259827942,0.705232488372093,0.4463121794066542,0.07417582417582418,0.5270960515035767
9,0.3995433789954338,0.0,0.0,0.5527156442344004,0.0,0.48546511627906974,0.6573005915083147,0.03571428571428571,0.23582908274147457
685,0.5385844611872146,0.5258764695471865,0.0,0.42412134402846663,0.29503104673816627,0.4177325930232559,0.40592071686426795,0.24725274725274726,0.8156223325183091
799,0.2054794520547945,0.8013355726433318,0.0,0.5607028648730719,0.0,0.3744185697674418,0.30632208567920227,0.005494505494505495,0.13031020631145399
